         64        1250  n2 & nume
 887    26403.871  9.999986E-01  3.087458E-09  3.087466E-09
 888    26691.391  9.999986E-01  2.954207E-09  2.954215E-09
 889    26982.041  9.999987E-01  2.826707E-09  2.826715E-09
 890    27275.855  9.999987E-01  2.704710E-09  2.704718E-09
 891    27572.871  9.999987E-01  2.587978E-09  2.587985E-09
 892    27873.121  9.999987E-01  2.476284E-09  2.476291E-09
 893    28176.639  9.999988E-01  2.369411E-09  2.369417E-09
 894    28483.463  9.999988E-01  2.267150E-09  2.267156E-09
 895    28793.627  9.999988E-01  2.169303E-09  2.169308E-09
 896    29107.170  9.999989E-01  2.075679E-09  2.075683E-09
 897    29424.127  9.999989E-01  1.986095E-09  1.986099E-09
 898    29744.535  9.999989E-01  1.900377E-09  1.900381E-09
 899    30068.432  9.999989E-01  1.818360E-09  1.818363E-09
 900    30395.855  9.999989E-01  1.739882E-09  1.739885E-09
 901    30726.846  9.999990E-01  1.664790E-09  1.664794E-09
 902    31061.439  9.999990E-01  1.592940E-09  1.592943E-09
 903    31399.676  9.999990E-01  1.524191E-09  1.524194E-09
 904    31741.596  9.999990E-01  1.458409E-09  1.458412E-09
 905    32087.238  9.999990E-01  1.395466E-09  1.395469E-09
 906    32436.646  9.999991E-01  1.335239E-09  1.335242E-09
 907    32789.859  9.999991E-01  1.277612E-09  1.277614E-09
 908    33146.918  9.999991E-01  1.222472E-09  1.222474E-09
 909    33507.863  9.999992E-01  1.169712E-09  1.169714E-09
 910    33872.738  9.999992E-01  1.119229E-09  1.119230E-09
 911    34241.590  9.999992E-01  1.070924E-09  1.070926E-09
 912    34614.457  9.999992E-01  1.024704E-09  1.024706E-09
 913    34991.383  9.999992E-01  9.804794E-10  9.804809E-10
 914    35372.414  9.999992E-01  9.381631E-10  9.381645E-10
 915    35757.594  9.999992E-01  8.976733E-10  8.976747E-10
 916    36146.969  9.999993E-01  8.589309E-10  8.589321E-10
 917    36540.582  9.999993E-01  8.218606E-10  8.218618E-10
 918    36938.484  9.999993E-01  7.863901E-10  7.863912E-10
 919    37340.719  9.999993E-01  7.524504E-10  7.524515E-10
 920    37747.332  9.999993E-01  7.199757E-10  7.199766E-10
 921    38158.375  9.999993E-01  6.889024E-10  6.889033E-10
 922    38573.895  9.999993E-01  6.591701E-10  6.591709E-10
 923    38993.938  9.999993E-01  6.307211E-10  6.307219E-10
 924    39418.555  9.999994E-01  6.034999E-10  6.035006E-10
 925    39847.793  9.999994E-01  5.774538E-10  5.774544E-10
 926    40281.707  9.999994E-01  5.525316E-10  5.525322E-10
 927    40720.348  9.999994E-01  5.286850E-10  5.286856E-10
 928    41163.762  9.999994E-01  5.058677E-10  5.058683E-10
 929    41612.008  9.999995E-01  4.840350E-10  4.840355E-10
 930    42065.133  9.999995E-01  4.631446E-10  4.631451E-10
 931    42523.191  9.999995E-01  4.431560E-10  4.431564E-10
 932    42986.238  9.999995E-01  4.240300E-10  4.240304E-10
 933    43454.328  9.999995E-01  4.057293E-10  4.057298E-10
 934    43927.516  9.999995E-01  3.882186E-10  3.882189E-10
 935    44405.855  9.999995E-01  3.714636E-10  3.714639E-10
 936    44889.402  9.999995E-01  3.554317E-10  3.554320E-10
 937    45378.215  9.999995E-01  3.400917E-10  3.400921E-10
 938    45872.352  9.999995E-01  3.254138E-10  3.254141E-10
 939    46371.867  9.999995E-01  3.113694E-10  3.113697E-10
 940    46876.824  9.999996E-01  2.979311E-10  2.979313E-10
 941    47387.281  9.999996E-01  2.850727E-10  2.850730E-10
 942    47903.297  9.999996E-01  2.727693E-10  2.727696E-10
 943    48424.930  9.999996E-01  2.609969E-10  2.609972E-10
 944    48952.242  9.999996E-01  2.497327E-10  2.497329E-10
 945    49485.297  9.999996E-01  2.389546E-10  2.389547E-10
 946    50024.156  9.999996E-01  2.286416E-10  2.286417E-10
 947    50568.883  9.999996E-01  2.187737E-10  2.187738E-10
 948    51119.543  9.999996E-01  2.093317E-10  2.093319E-10
 949    51676.199  9.999996E-01  2.002972E-10  2.002973E-10
 950    52238.918  9.999996E-01  1.916526E-10  1.916527E-10
 951    52807.762  9.999996E-01  1.833811E-10  1.833813E-10
 952    53382.801  9.999996E-01  1.754666E-10  1.754668E-10
 953    53964.102  9.999996E-01  1.678937E-10  1.678939E-10
 954    54551.730  9.999997E-01  1.606477E-10  1.606478E-10
 955    55145.762  9.999997E-01  1.537143E-10  1.537144E-10
 956    55746.262  9.999997E-01  1.470802E-10  1.470803E-10
 957    56353.301  9.999997E-01  1.407324E-10  1.407324E-10
 958    56966.949  9.999997E-01  1.346585E-10  1.346586E-10
 959    57587.277  9.999997E-01  1.288468E-10  1.288469E-10
 960    58214.363  9.999997E-01  1.232860E-10  1.232860E-10
 961    58848.277  9.999997E-01  1.179651E-10  1.179652E-10
 962    59489.094  9.999997E-01  1.128739E-10  1.128739E-10
 963    60136.887  9.999998E-01  1.080024E-10  1.080024E-10
 964    60791.734  9.999998E-01  1.033411E-10  1.033412E-10
 965    61453.715  9.999998E-01  9.888106E-11  9.888111E-11
 966    62122.902  9.999998E-01  9.461348E-11  9.461353E-11
 967    62799.375  9.999998E-01  9.053009E-11  9.053013E-11
 968    63483.215  9.999998E-01  8.662293E-11  8.662297E-11
 969    64174.504  9.999998E-01  8.288439E-11  8.288443E-11
 970    64873.320  9.999998E-01  7.930720E-11  7.930723E-11
 971    65579.742  9.999998E-01  7.588441E-11  7.588444E-11
 972    66293.859  9.999998E-01  7.260934E-11  7.260937E-11
 973    67015.750  9.999998E-01  6.947562E-11  6.947565E-11
 974    67745.508  9.999998E-01  6.647713E-11  6.647716E-11
 975    68483.211  9.999998E-01  6.360805E-11  6.360807E-11
 976    69228.945  9.999998E-01  6.086280E-11  6.086282E-11
 977    69982.797  9.999998E-01  5.823605E-11  5.823607E-11
 978    70744.859  9.999998E-01  5.572266E-11  5.572268E-11
 979    71515.219  9.999998E-01  5.331775E-11  5.331776E-11
 980    72293.969  9.999998E-01  5.101662E-11  5.101664E-11
 981    73081.195  9.999998E-01  4.881482E-11  4.881484E-11
 982    73877.000  9.999998E-01  4.670803E-11  4.670804E-11
 983    74681.469  9.999998E-01  4.469217E-11  4.469218E-11
 984    75494.695  9.999998E-01  4.276331E-11  4.276333E-11
 985    76316.781  9.999998E-01  4.091770E-11  4.091771E-11
 986    77147.820  9.999998E-01  3.915173E-11  3.915175E-11
 987    77987.906  9.999998E-01  3.746200E-11  3.746201E-11
 988    78837.141  9.999998E-01  3.584518E-11  3.584519E-11
 989    79695.625  9.999998E-01  3.429814E-11  3.429815E-11
 990    80563.453  9.999999E-01  3.281788E-11  3.281789E-11
 991    81440.734  9.999999E-01  3.140150E-11  3.140150E-11
 992    82327.563  9.999999E-01  3.004626E-11  3.004626E-11
 993    83224.055  9.999999E-01  2.874949E-11  2.874950E-11
 994    84130.305  9.999999E-01  2.750870E-11  2.750871E-11
 995    85046.422  9.999999E-01  2.632146E-11  2.632147E-11
 996    85972.516  9.999999E-01  2.518547E-11  2.518547E-11
 997    86908.695  9.999999E-01  2.409849E-11  2.409850E-11
 998    87855.070  9.999999E-01  2.305843E-11  2.305844E-11
 999    88811.750  9.999999E-01  2.206326E-11  2.206326E-11
1000    89778.844  9.999999E-01  2.111104E-11  2.111105E-11
1001    90756.469  9.999999E-01  2.019992E-11  2.019992E-11
1002    91744.742  9.999999E-01  1.932812E-11  1.932812E-11
1003    92743.781  9.999999E-01  1.849393E-11  1.849394E-11
1004    93753.695  9.999999E-01  1.769576E-11  1.769576E-11
1005    94774.609  9.999999E-01  1.693203E-11  1.693204E-11
1006    95806.641  9.999999E-01  1.620126E-11  1.620127E-11
1007    96849.906  9.999999E-01  1.550204E-11  1.550204E-11
1008    97904.531  9.999999E-01  1.483299E-11  1.483299E-11
1009    98970.641  9.999999E-01  1.419282E-11  1.419282E-11
1010   100048.359  9.999999E-01  1.358028E-11  1.358028E-11
1011   101137.813  9.999999E-01  1.299417E-11  1.299417E-11
1012   102239.133  9.999999E-01  1.243336E-11  1.243336E-11
1013   103352.445  9.999999E-01  1.189675E-11  1.189675E-11
1014   104477.883  9.999999E-01  1.138330E-11  1.138330E-11
1015   105615.570  9.999999E-01  1.089201E-11  1.089201E-11
1016   106765.648  9.999999E-01  1.042193E-11  1.042193E-11
1017   107928.250  9.999999E-01  9.972131E-12  9.972132E-12
1018   109103.516  9.999999E-01  9.541745E-12  9.541746E-12
1019   110291.578  9.999999E-01  9.129935E-12  9.129936E-12
1020   111492.578  9.999999E-01  8.735897E-12  8.735898E-12
1021   112706.656  9.999999E-01  8.358867E-12  8.358867E-12
1022   113933.953  9.999999E-01  7.998108E-12  7.998109E-12
1023   115174.609  9.999999E-01  7.652921E-12  7.652922E-12
1024   116428.781  9.999999E-01  7.322629E-12  7.322630E-12
1025   117696.609  9.999999E-01  7.006594E-12  7.006595E-12
1026   118978.242  9.999999E-01  6.704199E-12  6.704200E-12
1027   120273.828  9.999999E-01  6.414855E-12  6.414856E-12
1028   121583.523  9.999999E-01  6.137998E-12  6.137999E-12
1029   122907.484  9.999999E-01  5.873089E-12  5.873090E-12
1030   124245.859  9.999999E-01  5.619614E-12  5.619615E-12
1031   125598.813  9.999999E-01  5.377078E-12  5.377079E-12
1032   126966.492  9.999999E-01  5.145011E-12  5.145011E-12
1033   128349.070  9.999999E-01  4.922958E-12  4.922959E-12
1034   129746.703  9.999999E-01  4.710489E-12  4.710489E-12
1035   131159.547  9.999999E-01  4.507191E-12  4.507192E-12
1036   132587.781  9.999999E-01  4.312667E-12  4.312667E-12
1037   134031.563  9.999999E-01  4.126538E-12  4.126539E-12
1038   135491.078  9.999999E-01  3.948441E-12  3.948442E-12
1039   136966.484  9.999999E-01  3.778031E-12  3.778031E-12
1040   138457.953  9.999999E-01  3.614976E-12  3.614977E-12
1041   139965.656  9.999999E-01  3.458959E-12  3.458959E-12
1042   141489.781  9.999999E-01  3.309675E-12  3.309675E-12
1043   143030.500  9.999999E-01  3.166834E-12  3.166834E-12
1044   144588.000  9.999999E-01  3.030157E-12  3.030158E-12
1045   146162.453  9.999999E-01  2.899380E-12  2.899381E-12
1046   147754.063  9.999999E-01  2.774247E-12  2.774247E-12
1047   149363.000  9.999999E-01  2.654514E-12  2.654514E-12
1048   150989.453  9.999999E-01  2.539949E-12  2.539949E-12
1049   152633.625  9.999999E-01  2.430327E-12  2.430327E-12
1050   154295.703  9.999999E-01  2.325437E-12  2.325437E-12
1051   155975.875  9.999999E-01  2.225074E-12  2.225074E-12
1052   157674.344  9.999999E-01  2.129042E-12  2.129043E-12
1053   159391.313  9.999999E-01  2.037155E-12  2.037156E-12
1054   161126.969  9.999999E-01  1.949234E-12  1.949235E-12
1055   162881.531  9.999999E-01  1.865108E-12  1.865108E-12
1056   164655.203  9.999999E-01  1.784612E-12  1.784612E-12
1057   166448.188  9.999999E-01  1.707590E-12  1.707590E-12
1058   168260.688  9.999999E-01  1.633893E-12  1.633893E-12
1059   170092.922  9.999999E-01  1.563376E-12  1.563376E-12
1060   171945.109  9.999999E-01  1.495903E-12  1.495903E-12
1061   173817.469  9.999999E-01  1.431342E-12  1.431342E-12
1062   175710.219  9.999999E-01  1.369567E-12  1.369567E-12
1063   177623.578  9.999999E-01  1.310458E-12  1.310458E-12
1064   179557.766  9.999999E-01  1.253901E-12  1.253901E-12
1065   181513.016  1.000000E+00  1.199784E-12  1.199784E-12
1066   183489.563  1.000000E+00  1.148003E-12  1.148003E-12
1067   185487.641  1.000000E+00  1.098456E-12  1.098456E-12
1068   187507.469  1.000000E+00  1.051048E-12  1.051048E-12
1069   189549.297  1.000000E+00  1.005687E-12  1.005687E-12
1070   191613.359  1.000000E+00  9.622822E-13  9.622822E-13
1071   193699.891  1.000000E+00  9.207514E-13  9.207514E-13
1072   195809.141  1.000000E+00  8.810130E-13  8.810130E-13
1073   197941.359  1.000000E+00  8.429897E-13  8.429897E-13
1074   200096.797  1.000000E+00  8.066074E-13  8.066074E-13
1075   202275.703  1.000000E+00  7.717954E-13  7.717954E-13
1076   204478.344  1.000000E+00  7.384857E-13  7.384857E-13
1077   206704.969  1.000000E+00  7.066135E-13  7.066135E-13
1078   208955.844  1.000000E+00  6.761169E-13  6.761169E-13
1079   211231.219  1.000000E+00  6.469367E-13  6.469367E-13
1080   213531.375  1.000000E+00  6.190157E-13  6.190157E-13
1081   215856.578  1.000000E+00  5.922998E-13  5.922998E-13
1082   218207.109  1.000000E+00  5.667368E-13  5.667368E-13
1083   220583.234  1.000000E+00  5.422772E-13  5.422772E-13
1084   222985.234  1.000000E+00  5.188731E-13  5.188731E-13
1085   225413.391  1.000000E+00  4.964792E-13  4.964792E-13
1086   227867.984  1.000000E+00  4.750517E-13  4.750517E-13
1087   230349.313  1.000000E+00  4.545491E-13  4.545491E-13
1088   232857.656  1.000000E+00  4.349313E-13  4.349313E-13
1089   235393.313  1.000000E+00  4.161602E-13  4.161602E-13
1090   237956.578  1.000000E+00  3.981992E-13  3.981992E-13
1091   240547.750  1.000000E+00  3.810135E-13  3.810135E-13
1092   243167.141  1.000000E+00  3.645695E-13  3.645695E-13
1093   245815.063  1.000000E+00  3.488351E-13  3.488351E-13
1094   248491.813  1.000000E+00  3.337799E-13  3.337799E-13
1095   251197.719  1.000000E+00  3.193743E-13  3.193743E-13
1096   253933.078  1.000000E+00  3.055905E-13  3.055905E-13
1097   256698.234  1.000000E+00  2.924016E-13  2.924016E-13
1098   259493.500  1.000000E+00  2.797819E-13  2.797819E-13
1099   262319.188  1.000000E+00  2.677069E-13  2.677069E-13
1100   265175.656  1.000000E+00  2.561531E-13  2.561531E-13
1101   268063.219  1.000000E+00  2.450979E-13  2.450979E-13
1102   270982.250  1.000000E+00  2.345197E-13  2.345197E-13
1103   273933.063  1.000000E+00  2.243981E-13  2.243981E-13
1104   276916.000  1.000000E+00  2.147134E-13  2.147134E-13
1105   279931.406  1.000000E+00  2.054466E-13  2.054466E-13
1106   282979.656  1.000000E+00  1.965799E-13  1.965799E-13
1107   286061.094  1.000000E+00  1.880958E-13  1.880958E-13
1108   289176.094  1.000000E+00  1.799778E-13  1.799778E-13
1109   292325.031  1.000000E+00  1.722101E-13  1.722101E-13
1110   295508.250  1.000000E+00  1.647778E-13  1.647778E-13
1111   298726.125  1.000000E+00  1.576661E-13  1.576661E-13
1112   301979.031  1.000000E+00  1.508615E-13  1.508615E-13
1113   305267.375  1.000000E+00  1.443505E-13  1.443505E-13
1114   308591.531  1.000000E+00  1.381205E-13  1.381205E-13
1115   311951.875  1.000000E+00  1.321594E-13  1.321594E-13
1116   315348.813  1.000000E+00  1.264556E-13  1.264556E-13
1117   318782.750  1.000000E+00  1.209979E-13  1.209979E-13
1118   322254.063  1.000000E+00  1.157758E-13  1.157758E-13
1119   325763.188  1.000000E+00  1.107790E-13  1.107790E-13
1120   329310.531  1.000000E+00  1.059979E-13  1.059979E-13
1121   332896.500  1.000000E+00  1.014232E-13  1.014232E-13
1122   336521.500  1.000000E+00  9.704589E-14  9.704589E-14
1123   340185.969  1.000000E+00  9.285753E-14  9.285753E-14
1124   343890.344  1.000000E+00  8.884993E-14  8.884993E-14
1125   347635.063  1.000000E+00  8.501527E-14  8.501527E-14
1126   351420.563  1.000000E+00  8.134613E-14  8.134613E-14
1127   355247.281  1.000000E+00  7.783533E-14  7.783533E-14
1128   359115.688  1.000000E+00  7.447605E-14  7.447605E-14
1129   363026.188  1.000000E+00  7.126177E-14  7.126177E-14
1130   366979.281  1.000000E+00  6.818621E-14  6.818621E-14
1131   370975.438  1.000000E+00  6.524337E-14  6.524337E-14
1132   375015.094  1.000000E+00  6.242755E-14  6.242755E-14
1133   379098.750  1.000000E+00  5.973325E-14  5.973325E-14
1134   383226.875  1.000000E+00  5.715524E-14  5.715524E-14
1135   387399.938  1.000000E+00  5.468849E-14  5.468849E-14
1136   391618.438  1.000000E+00  5.232821E-14  5.232821E-14
1137   395882.875  1.000000E+00  5.006980E-14  5.006980E-14
1138   400193.750  1.000000E+00  4.790885E-14  4.790885E-14
1139   404551.563  1.000000E+00  4.584117E-14  4.584117E-14
1140   408956.844  1.000000E+00  4.386273E-14  4.386273E-14
1141   413410.094  1.000000E+00  4.196967E-14  4.196967E-14
1142   417911.844  1.000000E+00  4.015831E-14  4.015831E-14
1143   422462.594  1.000000E+00  3.842513E-14  3.842513E-14
1144   427062.906  1.000000E+00  3.676675E-14  3.676675E-14
1145   431713.313  1.000000E+00  3.517995E-14  3.517995E-14
1146   436414.375  1.000000E+00  3.366162E-14  3.366162E-14
1147   441166.625  1.000000E+00  3.220883E-14  3.220883E-14
1148   445970.625  1.000000E+00  3.081873E-14  3.081873E-14
1149   450826.938  1.000000E+00  2.948864E-14  2.948864E-14
1150   455736.125  1.000000E+00  2.821594E-14  2.821594E-14
1151   460698.781  1.000000E+00  2.699818E-14  2.699818E-14
1152   465715.469  1.000000E+00  2.583297E-14  2.583297E-14
1153   470786.781  1.000000E+00  2.471805E-14  2.471805E-14
1154   475913.313  1.000000E+00  2.365125E-14  2.365125E-14
1155   481095.656  1.000000E+00  2.263050E-14  2.263050E-14
1156   486334.438  1.000000E+00  2.165380E-14  2.165380E-14
1157   491630.281  1.000000E+00  2.071924E-14  2.071924E-14
1158   496983.781  1.000000E+00  1.982503E-14  1.982503E-14
1159   502395.594  1.000000E+00  1.896940E-14  1.896940E-14
1160   507866.313  1.000000E+00  1.815071E-14  1.815071E-14
1161   513396.625  1.000000E+00  1.736735E-14  1.736735E-14
1162   518987.156  1.000000E+00  1.661779E-14  1.661779E-14
1163   524638.563  1.000000E+00  1.590059E-14  1.590059E-14
1164   530351.500  1.000000E+00  1.521434E-14  1.521434E-14
1165   536126.625  1.000000E+00  1.455771E-14  1.455771E-14
1166   541964.688  1.000000E+00  1.392942E-14  1.392942E-14
1167   547866.313  1.000000E+00  1.332824E-14  1.332824E-14
1168   553832.188  1.000000E+00  1.275301E-14  1.275301E-14
1169   559863.000  1.000000E+00  1.220261E-14  1.220261E-14
1170   565959.500  1.000000E+00  1.167596E-14  1.167596E-14
1171   572122.375  1.000000E+00  1.117205E-14  1.117205E-14
1172   578352.375  1.000000E+00  1.068987E-14  1.068987E-14
1173   584650.250  1.000000E+00  1.022851E-14  1.022851E-14
1174   591016.688  1.000000E+00  9.787060E-15  9.787060E-15
1175   597452.438  1.000000E+00  9.364663E-15  9.364663E-15
1176   603958.250  1.000000E+00  8.960498E-15  8.960498E-15
1177   610534.938  1.000000E+00  8.573773E-15  8.573773E-15
1178   617183.250  1.000000E+00  8.203739E-15  8.203739E-15
1179   623903.938  1.000000E+00  7.849676E-15  7.849676E-15
1180   630697.813  1.000000E+00  7.510894E-15  7.510894E-15
1181   637565.688  1.000000E+00  7.186733E-15  7.186733E-15
1182   644508.313  1.000000E+00  6.876563E-15  6.876563E-15
1183   651526.563  1.000000E+00  6.579779E-15  6.579779E-15
1184   658621.250  1.000000E+00  6.295803E-15  6.295803E-15
1185   665793.188  1.000000E+00  6.024083E-15  6.024083E-15
1186   673043.188  1.000000E+00  5.764092E-15  5.764092E-15
1187   680372.125  1.000000E+00  5.515322E-15  5.515322E-15
1188   687780.875  1.000000E+00  5.277289E-15  5.277289E-15
1189   695270.313  1.000000E+00  5.049528E-15  5.049528E-15
1190   702841.313  1.000000E+00  4.831597E-15  4.831597E-15
1191   710494.750  1.000000E+00  4.623071E-15  4.623071E-15
1192   718231.563  1.000000E+00  4.423544E-15  4.423544E-15
1193   726052.625  1.000000E+00  4.232630E-15  4.232630E-15
1194   733958.813  1.000000E+00  4.049955E-15  4.049955E-15
1195   741951.125  1.000000E+00  3.875163E-15  3.875163E-15
1196   750030.438  1.000000E+00  3.707916E-15  3.707916E-15
1197   758197.750  1.000000E+00  3.547887E-15  3.547887E-15
1198   766454.000  1.000000E+00  3.394765E-15  3.394765E-15
1199   774800.125  1.000000E+00  3.248251E-15  3.248251E-15
1200   783237.125  1.000000E+00  3.108061E-15  3.108061E-15
1201   791766.000  1.000000E+00  2.973922E-15  2.973922E-15
1202   800387.750  1.000000E+00  2.845571E-15  2.845571E-15
1203   809103.375  1.000000E+00  2.722761E-15  2.722761E-15
1204   817913.938  1.000000E+00  2.605250E-15  2.605250E-15
1205   826820.438  1.000000E+00  2.492811E-15  2.492811E-15
1206   835823.938  1.000000E+00  2.385224E-15  2.385224E-15
1207   844925.438  1.000000E+00  2.282281E-15  2.282281E-15
1208   854126.063  1.000000E+00  2.183781E-15  2.183781E-15
1209   863426.875  1.000000E+00  2.089532E-15  2.089532E-15
1210   872829.000  1.000000E+00  1.999350E-15  1.999350E-15
1211   882333.500  1.000000E+00  1.913061E-15  1.913061E-15
1212   891941.500  1.000000E+00  1.830495E-15  1.830495E-15
1213   901654.125  1.000000E+00  1.751493E-15  1.751493E-15
1214   911472.500  1.000000E+00  1.675901E-15  1.675901E-15
1215   921397.813  1.000000E+00  1.603571E-15  1.603571E-15
1216   931431.188  1.000000E+00  1.534363E-15  1.534363E-15
1217   941573.813  1.000000E+00  1.468142E-15  1.468142E-15
1218   951826.875  1.000000E+00  1.404779E-15  1.404779E-15
1219   962191.625  1.000000E+00  1.344150E-15  1.344150E-15
1220   972669.188  1.000000E+00  1.286138E-15  1.286138E-15
1221   983260.875  1.000000E+00  1.230630E-15  1.230630E-15
1222   993967.875  1.000000E+00  1.177518E-15  1.177518E-15
1223  1004791.500  1.000000E+00  1.126698E-15  1.126698E-15
1224  1015732.938  1.000000E+00  1.078071E-15  1.078071E-15
1225  1026793.563  1.000000E+00  1.031543E-15  1.031543E-15
1226  1037974.625  1.000000E+00  9.870226E-16  9.870226E-16
1227  1049277.375  1.000000E+00  9.444243E-16  9.444243E-16
1228  1060703.250  1.000000E+00  9.036641E-16  9.036641E-16
1229  1072253.500  1.000000E+00  8.646633E-16  8.646633E-16
1230  1083929.625  1.000000E+00  8.273454E-16  8.273454E-16
1231  1095732.875  1.000000E+00  7.916382E-16  7.916382E-16
1232  1107664.625  1.000000E+00  7.574720E-16  7.574720E-16
1233  1119726.250  1.000000E+00  7.247807E-16  7.247807E-16
1234  1131919.250  1.000000E+00  6.935001E-16  6.935001E-16
1235  1144245.000  1.000000E+00  6.635696E-16  6.635696E-16
1236  1156705.000  1.000000E+00  6.349309E-16  6.349309E-16
1237  1169300.750  1.000000E+00  6.075280E-16  6.075280E-16
1238  1182033.625  1.000000E+00  5.813078E-16  5.813078E-16
1239  1194905.125  1.000000E+00  5.562193E-16  5.562193E-16
1240  1207916.750  1.000000E+00  5.322137E-16  5.322137E-16
1241  1221070.125  1.000000E+00  5.092440E-16  5.092440E-16
1242  1234366.750  1.000000E+00  4.872656E-16  4.872656E-16
1243  1247808.125  1.000000E+00  4.662358E-16  4.662358E-16
1244  1261395.875  1.000000E+00  4.461137E-16  4.461137E-16
1245  1275131.625  1.000000E+00  4.268599E-16  4.268599E-16
1246  1289016.875  1.000000E+00  4.084372E-16  4.084372E-16
1247  1303053.375  1.000000E+00  3.908096E-16  3.908096E-16
1248  1317242.750  1.000000E+00  3.739427E-16  3.739427E-16
1249  1331586.625  1.000000E+00  3.578038E-16  3.578038E-16
1250  1346086.625  1.000000E+00  3.423615E-16  3.423615E-16
