  554  0.7168E+03   6.457  0.4054E-04  0.4434E-02  0.2759E+01
  556  0.7324E+03   6.599  0.4491E-04  0.5087E-02  0.3230E+01
  558  0.7485E+03   6.743  0.4967E-04  0.5826E-02  0.3774E+01
  560  0.7649E+03   6.891  0.5484E-04  0.6661E-02  0.4403E+01
  562  0.7816E+03   7.042  0.6043E-04  0.7602E-02  0.5127E+01
  564  0.7987E+03   7.196  0.6646E-04  0.8662E-02  0.5960E+01
  566  0.8162E+03   7.353  0.7296E-04  0.9853E-02  0.6916E+01
  568  0.8341E+03   7.514  0.7995E-04  0.1119E-01  0.8012E+01
  570  0.8524E+03   7.679  0.8743E-04  0.1268E-01  0.9265E+01
  572  0.8710E+03   7.847  0.9543E-04  0.1435E-01  0.1070E+02
  574  0.8901E+03   8.019  0.1040E-03  0.1621E-01  0.1232E+02
  576  0.9096E+03   8.195  0.1130E-03  0.1828E-01  0.1418E+02
  578  0.9295E+03   8.374  0.1226E-03  0.2058E-01  0.1628E+02
  580  0.9499E+03   8.557  0.1328E-03  0.2313E-01  0.1866E+02
  582  0.9707E+03   8.745  0.1435E-03  0.2594E-01  0.2135E+02
  584  0.9919E+03   8.936  0.1547E-03  0.2905E-01  0.2439E+02
  586  0.1014E+04   9.132  0.1665E-03  0.3248E-01  0.2780E+02
  588  0.1036E+04   9.332  0.1787E-03  0.3624E-01  0.3164E+02
  590  0.1059E+04   9.536  0.1914E-03  0.4036E-01  0.3593E+02
  592  0.1082E+04   9.745  0.2046E-03  0.4488E-01  0.4074E+02
  594  0.1105E+04   9.958  0.2182E-03  0.4980E-01  0.4610E+02
  596  0.1130E+04  10.177  0.2321E-03  0.5517E-01  0.5206E+02
  598  0.1154E+04  10.399  0.2464E-03  0.6100E-01  0.5868E+02
  600  0.1180E+04  10.627  0.2608E-03  0.6732E-01  0.6601E+02
  602  0.1205E+04  10.860  0.2755E-03  0.7415E-01  0.7412E+02
  604  0.1232E+04  11.098  0.2903E-03  0.8152E-01  0.8305E+02
  606  0.1259E+04  11.341  0.3050E-03  0.8945E-01  0.9287E+02
  608  0.1286E+04  11.589  0.3197E-03  0.9796E-01  0.1036E+03
  610  0.1315E+04  11.843  0.3343E-03  0.1071E+00  0.1154E+03
  612  0.1343E+04  12.102  0.3485E-03  0.1168E+00  0.1283E+03
  614  0.1373E+04  12.367  0.3624E-03  0.1271E+00  0.1423E+03
  616  0.1403E+04  12.638  0.3758E-03  0.1381E+00  0.1574E+03
  618  0.1434E+04  12.915  0.3886E-03  0.1498E+00  0.1739E+03
  620  0.1465E+04  13.197  0.4006E-03  0.1621E+00  0.1916E+03
  622  0.1497E+04  13.486  0.4119E-03  0.1750E+00  0.2107E+03
  624  0.1530E+04  13.782  0.4222E-03  0.1886E+00  0.2311E+03
  626  0.1563E+04  14.083  0.4315E-03  0.2028E+00  0.2530E+03
  628  0.1597E+04  14.392  0.4397E-03  0.2177E+00  0.2763E+03
  630  0.1632E+04  14.707  0.4467E-03  0.2331E+00  0.3011E+03
  632  0.1668E+04  15.029  0.4523E-03  0.2491E+00  0.3274E+03
  634  0.1705E+04  15.358  0.4566E-03  0.2657E+00  0.3552E+03
  636  0.1742E+04  15.694  0.4595E-03  0.2828E+00  0.3845E+03
  638  0.1780E+04  16.038  0.4609E-03  0.3003E+00  0.4152E+03
  640  0.1819E+04  16.389  0.4608E-03  0.3183E+00  0.4474E+03
  642  0.1859E+04  16.748  0.4592E-03  0.3366E+00  0.4809E+03
  644  0.1900E+04  17.115  0.4560E-03  0.3553E+00  0.5158E+03
  646  0.1941E+04  17.490  0.4515E-03  0.3742E+00  0.5520E+03
  648  0.1984E+04  17.873  0.4454E-03  0.3934E+00  0.5893E+03
  650  0.2027E+04  18.264  0.4380E-03  0.4126E+00  0.6277E+03
  652  0.2072E+04  18.664  0.4292E-03  0.4320E+00  0.6672E+03
  654  0.2117E+04  19.072  0.4192E-03  0.4513E+00  0.7075E+03
  656  0.2163E+04  19.490  0.4080E-03  0.4706E+00  0.7486E+03
  658  0.2211E+04  19.917  0.3958E-03  0.4898E+00  0.7903E+03
  660  0.2259E+04  20.353  0.3827E-03  0.5088E+00  0.8326E+03
  662  0.2309E+04  20.799  0.3687E-03  0.5276E+00  0.8752E+03
  664  0.2359E+04  21.254  0.3541E-03  0.5460E+00  0.9180E+03
  666  0.2411E+04  21.720  0.3390E-03  0.5641E+00  0.9610E+03
  668  0.2464E+04  22.195  0.3235E-03  0.5818E+00  0.1004E+04
  670  0.2518E+04  22.681  0.3078E-03  0.5991E+00  0.1047E+04
  672  0.2573E+04  23.178  0.2920E-03  0.6158E+00  0.1089E+04
  674  0.2629E+04  23.685  0.2762E-03  0.6321E+00  0.1131E+04
  676  0.2687E+04  24.204  0.2606E-03  0.6477E+00  0.1172E+04
  678  0.2745E+04  24.734  0.2453E-03  0.6628E+00  0.1213E+04
  680  0.2806E+04  25.276  0.2304E-03  0.6773E+00  0.1253E+04
  682  0.2867E+04  25.829  0.2161E-03  0.6913E+00  0.1292E+04
  684  0.2930E+04  26.395  0.2023E-03  0.7046E+00  0.1331E+04
  686  0.2994E+04  26.973  0.1892E-03  0.7174E+00  0.1369E+04
  688  0.3060E+04  27.563  0.1768E-03  0.7296E+00  0.1405E+04
  690  0.3127E+04  28.167  0.1652E-03  0.7412E+00  0.1441E+04
  692  0.3195E+04  28.784  0.1544E-03  0.7524E+00  0.1476E+04
  694  0.3265E+04  29.414  0.1443E-03  0.7630E+00  0.1510E+04
  696  0.3336E+04  30.058  0.1349E-03  0.7731E+00  0.1543E+04
  698  0.3409E+04  30.716  0.1263E-03  0.7828E+00  0.1576E+04
  700  0.3484E+04  31.389  0.1183E-03  0.7921E+00  0.1608E+04
  702  0.3560E+04  32.076  0.1110E-03  0.8010E+00  0.1639E+04
  704  0.3638E+04  32.778  0.1042E-03  0.8095E+00  0.1669E+04
  706  0.3718E+04  33.496  0.9790E-04  0.8177E+00  0.1699E+04
  708  0.3799E+04  34.230  0.9206E-04  0.8255E+00  0.1729E+04
  710  0.3883E+04  34.979  0.8661E-04  0.8331E+00  0.1757E+04
  712  0.3968E+04  35.745  0.8151E-04  0.8403E+00  0.1786E+04
  714  0.4055E+04  36.528  0.7671E-04  0.8473E+00  0.1814E+04
  716  0.4143E+04  37.328  0.7217E-04  0.8540E+00  0.1841E+04
  718  0.4234E+04  38.145  0.6786E-04  0.8604E+00  0.1868E+04
  720  0.4327E+04  38.980  0.6376E-04  0.8666E+00  0.1894E+04
  722  0.4422E+04  39.834  0.5985E-04  0.8726E+00  0.1920E+04
  724  0.4518E+04  40.706  0.5611E-04  0.8783E+00  0.1945E+04
  726  0.4617E+04  41.597  0.5255E-04  0.8837E+00  0.1970E+04
  728  0.4718E+04  42.508  0.4914E-04  0.8890E+00  0.1994E+04
  730  0.4822E+04  43.439  0.4590E-04  0.8940E+00  0.2018E+04
  732  0.4927E+04  44.390  0.4283E-04  0.8987E+00  0.2041E+04
  734  0.5035E+04  45.362  0.3991E-04  0.9033E+00  0.2064E+04
  736  0.5145E+04  46.356  0.3716E-04  0.9076E+00  0.2086E+04
  738  0.5258E+04  47.371  0.3457E-04  0.9117E+00  0.2107E+04
  740  0.5373E+04  48.408  0.3214E-04  0.9156E+00  0.2128E+04
  742  0.5491E+04  49.468  0.2986E-04  0.9193E+00  0.2148E+04
  744  0.5611E+04  50.551  0.2774E-04  0.9229E+00  0.2167E+04
  746  0.5734E+04  51.658  0.2576E-04  0.9262E+00  0.2186E+04
  748  0.5860E+04  52.789  0.2392E-04  0.9294E+00  0.2204E+04
  750  0.5988E+04  53.945  0.2220E-04  0.9324E+00  0.2222E+04
  752  0.6119E+04  55.126  0.2062E-04  0.9352E+00  0.2239E+04
  754  0.6253E+04  56.333  0.1914E-04  0.9380E+00  0.2256E+04
  756  0.6390E+04  57.567  0.1778E-04  0.9405E+00  0.2272E+04
  758  0.6530E+04  58.828  0.1651E-04  0.9430E+00  0.2288E+04
  760  0.6673E+04  60.116  0.1534E-04  0.9453E+00  0.2303E+04
  762  0.6819E+04  61.432  0.1425E-04  0.9475E+00  0.2318E+04
  764  0.6968E+04  62.777  0.1324E-04  0.9496E+00  0.2332E+04
  766  0.7121E+04  64.152  0.1231E-04  0.9516E+00  0.2346E+04
  768  0.7277E+04  65.557  0.1144E-04  0.9534E+00  0.2359E+04
  770  0.7436E+04  66.992  0.1064E-04  0.9552E+00  0.2373E+04
  772  0.7599E+04  68.459  0.9897E-05  0.9569E+00  0.2385E+04
  774  0.7765E+04  69.958  0.9211E-05  0.9586E+00  0.2398E+04
  776  0.7935E+04  71.490  0.8575E-05  0.9601E+00  0.2410E+04
  778  0.8109E+04  73.055  0.7987E-05  0.9616E+00  0.2421E+04
  780  0.8287E+04  74.655  0.7443E-05  0.9629E+00  0.2433E+04
  782  0.8468E+04  76.290  0.6939E-05  0.9643E+00  0.2444E+04
  784  0.8654E+04  77.960  0.6473E-05  0.9655E+00  0.2454E+04
  786  0.8843E+04  79.668  0.6041E-05  0.9667E+00  0.2465E+04
  788  0.9037E+04  81.412  0.5641E-05  0.9679E+00  0.2475E+04
  790  0.9235E+04  83.195  0.5271E-05  0.9690E+00  0.2485E+04
  792  0.9437E+04  85.016  0.4928E-05  0.9700E+00  0.2495E+04
  794  0.9643E+04  86.878  0.4609E-05  0.9710E+00  0.2504E+04
  796  0.9855E+04  88.780  0.4314E-05  0.9720E+00  0.2514E+04
  798  0.1007E+05  90.725  0.4040E-05  0.9729E+00  0.2523E+04
  800  0.1029E+05  92.711  0.3786E-05  0.9738E+00  0.2532E+04
  802  0.1052E+05  94.741  0.3549E-05  0.9746E+00  0.2540E+04
  804  0.1075E+05  96.816  0.3329E-05  0.9754E+00  0.2549E+04
  806  0.1098E+05  98.936  0.3125E-05  0.9762E+00  0.2557E+04
  808  0.1122E+05 101.102  0.2935E-05  0.9769E+00  0.2565E+04
  810  0.1147E+05 103.316  0.2758E-05  0.9777E+00  0.2573E+04
  812  0.1172E+05 105.578  0.2593E-05  0.9783E+00  0.2581E+04
  814  0.1198E+05 107.890  0.2439E-05  0.9790E+00  0.2589E+04
  816  0.1224E+05 110.253  0.2295E-05  0.9796E+00  0.2596E+04
  818  0.1251E+05 112.667  0.2161E-05  0.9802E+00  0.2604E+04
  820  0.1278E+05 115.134  0.2036E-05  0.9808E+00  0.2611E+04
  822  0.1306E+05 117.655  0.1919E-05  0.9814E+00  0.2618E+04
  824  0.1335E+05 120.231  0.1810E-05  0.9819E+00  0.2626E+04
  826  0.1364E+05 122.864  0.1707E-05  0.9824E+00  0.2633E+04
  828  0.1394E+05 125.555  0.1611E-05  0.9829E+00  0.2639E+04
  830  0.1424E+05 128.304  0.1521E-05  0.9834E+00  0.2646E+04
  832  0.1455E+05 131.113  0.1437E-05  0.9839E+00  0.2653E+04
  834  0.1487E+05 133.984  0.1358E-05  0.9843E+00  0.2660E+04
  836  0.1520E+05 136.918  0.1284E-05  0.9848E+00  0.2666E+04
  838  0.1553E+05 139.916  0.1214E-05  0.9852E+00  0.2673E+04
  840  0.1587E+05 142.980  0.1148E-05  0.9856E+00  0.2679E+04
  842  0.1622E+05 146.111  0.1087E-05  0.9860E+00  0.2685E+04
  844  0.1657E+05 149.310  0.1029E-05  0.9864E+00  0.2691E+04
  846  0.1694E+05 152.580  0.9743E-06  0.9868E+00  0.2697E+04
  848  0.1731E+05 155.921  0.9230E-06  0.9871E+00  0.2704E+04
  850  0.1769E+05 159.335  0.8746E-06  0.9875E+00  0.2710E+04
